investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date,amount
INV003518,2024-08-28,118632,Lumpsum,79774,Madhya Pradesh,Bhopal,B30,26-35,Male,6.7,Net Banking,VERIFIED,2024-08-28,79774
INV004579,2024-08-28,120507,Redemption,204921,Rajasthan,Jaipur,T30,26-35,Male,18.7,Net Banking,VERIFIED,2024-08-28,204921
INV002293,2024-08-28,101207,Redemption,192752,Tamil Nadu,Coimbatore,B30,26-35,Female,24.3,Net Banking,VERIFIED,2024-08-28,192752
INV004560,2024-08-28,118632,Sip,1139,Tamil Nadu,Coimbatore,B30,36-45,Male,42.7,Cheque,VERIFIED,2024-08-28,1139
INV002906,2024-08-28,120504,Sip,1110,Telangana,Hyderabad,T30,26-35,Male,19.9,Mandate,VERIFIED,2024-08-28,1110
INV000493,2024-08-28,100016,Lumpsum,207221,Punjab,Chandigarh,T30,18-25,Male,4.2,Mandate,PENDING,2024-08-28,207221
INV000403,2024-08-28,120507,Sip,5560,Rajasthan,Jaipur,T30,18-25,Female,7.7,Mandate,VERIFIED,2024-08-28,5560
INV003121,2024-08-28,120841,Sip,27579,Telangana,Hyderabad,T30,36-45,Male,13.7,Cheque,VERIFIED,2024-08-28,27579
INV003225,2024-08-28,148567,Lumpsum,159020,West Bengal,Kolkata,T30,26-35,Male,9.2,Net Banking,VERIFIED,2024-08-28,159020
INV004381,2024-08-28,119095,Lumpsum,150210,West Bengal,Kolkata,T30,46-55,Female,27.2,Net Banking,VERIFIED,2024-08-28,150210
INV004399,2024-08-28,118632,Sip,576,Delhi,Noida,T30,56+,Female,52.3,Net Banking,VERIFIED,2024-08-28,576
INV003609,2024-08-28,125497,Sip,11212,Karnataka,Mysore,B30,26-35,Male,9.2,Cheque,VERIFIED,2024-08-28,11212
INV001508,2024-08-28,120844,Lumpsum,280912,Tamil Nadu,Coimbatore,B30,46-55,Male,63.3,Net Banking,VERIFIED,2024-08-28,280912
INV002226,2024-08-28,102886,Redemption,46567,Gujarat,Surat,T30,46-55,Female,29.3,Net Banking,VERIFIED,2024-08-28,46567
INV004406,2024-08-28,125498,Lumpsum,108714,Rajasthan,Jaipur,T30,36-45,Male,12.2,Cheque,VERIFIED,2024-08-28,108714
INV002123,2024-08-28,119093,Lumpsum,186359,West Bengal,Kolkata,T30,26-35,Male,14.7,UPI,VERIFIED,2024-08-28,186359
INV002220,2024-08-28,119551,Sip,2854,Punjab,Chandigarh,T30,46-55,Male,29.9,Cheque,VERIFIED,2024-08-28,2854
INV002586,2024-08-28,119093,Sip,2721,West Bengal,Kolkata,T30,26-35,Female,9.1,Mandate,VERIFIED,2024-08-28,2721
INV002220,2024-08-28,119552,Lumpsum,133815,Punjab,Chandigarh,T30,46-55,Male,29.9,Net Banking,VERIFIED,2024-08-28,133815
INV002624,2024-08-28,148568,Lumpsum,236058,West Bengal,Kolkata,T30,26-35,Male,8.7,Mandate,VERIFIED,2024-08-28,236058
INV000652,2024-08-28,119551,Lumpsum,55374,Delhi,Gurugram,T30,26-35,Male,8.0,Mandate,VERIFIED,2024-08-28,55374
INV003011,2024-08-28,120843,Sip,16474,Gujarat,Ahmedabad,T30,18-25,Male,4.4,Cheque,VERIFIED,2024-08-28,16474
INV001530,2024-08-28,148568,Lumpsum,399650,Telangana,Hyderabad,T30,26-35,Male,21.0,Mandate,PENDING,2024-08-28,399650
INV000010,2024-08-28,119598,Sip,8464,Maharashtra,Pune,T30,36-45,Male,13.6,Net Banking,VERIFIED,2024-08-28,8464
INV004992,2024-08-28,120504,Sip,2303,Rajasthan,Udaipur,B30,26-35,Male,11.1,Cheque,VERIFIED,2024-08-28,2303
INV000823,2024-08-29,118634,Sip,6247,Madhya Pradesh,Bhopal,B30,46-55,Male,41.5,Cheque,VERIFIED,2024-08-29,6247
INV002229,2024-08-29,119092,Sip,520,Rajasthan,Jaipur,T30,36-45,Male,24.6,UPI,VERIFIED,2024-08-29,520
INV000843,2024-08-29,120844,Sip,456,Maharashtra,Mumbai,T30,26-35,Male,10.2,Cheque,VERIFIED,2024-08-29,456
INV000665,2024-08-29,119095,Sip,1001,Rajasthan,Udaipur,B30,26-35,Female,6.6,Cheque,VERIFIED,2024-08-29,1001
INV002752,2024-08-29,102885,Lumpsum,93494,Rajasthan,Udaipur,B30,26-35,Male,20.1,Mandate,VERIFIED,2024-08-29,93494
INV001861,2024-08-29,119552,Sip,2016,Haryana,Gurugram,T30,26-35,Female,19.4,Mandate,VERIFIED,2024-08-29,2016
INV002276,2024-08-29,119092,Redemption,498395,Telangana,Hyderabad,T30,46-55,Male,88.0,UPI,VERIFIED,2024-08-29,498395
INV003946,2024-08-29,102887,Sip,22109,Karnataka,Mysore,B30,26-35,Female,9.2,Cheque,VERIFIED,2024-08-29,22109
INV003098,2024-08-29,119095,Sip,28230,Gujarat,Surat,T30,26-35,Female,9.5,UPI,VERIFIED,2024-08-29,28230
INV003765,2024-08-29,120505,Lumpsum,360311,Uttar Pradesh,Kanpur,B30,26-35,Male,11.1,UPI,VERIFIED,2024-08-29,360311
INV003015,2024-08-29,118632,Lumpsum,182064,Madhya Pradesh,Indore,T30,18-25,Male,4.4,Cheque,VERIFIED,2024-08-29,182064
INV002402,2024-08-29,101208,Sip,1703,Uttar Pradesh,Lucknow,T30,46-55,Male,55.5,Cheque,VERIFIED,2024-08-29,1703
INV004576,2024-08-29,118635,Sip,2168,Rajasthan,Jaipur,T30,46-55,Male,54.5,Net Banking,VERIFIED,2024-08-29,2168
INV002602,2024-08-29,101206,Redemption,566831,Gujarat,Surat,T30,56+,Female,45.7,UPI,VERIFIED,2024-08-29,566831
INV004551,2024-08-29,125498,Sip,2026,Maharashtra,Nashik,B30,18-25,Male,6.0,Mandate,VERIFIED,2024-08-29,2026
INV001680,2024-08-29,120842,Sip,3026,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Mandate,VERIFIED,2024-08-29,3026
INV000754,2024-08-29,119095,Sip,8538,West Bengal,Kolkata,T30,26-35,Male,8.0,Cheque,VERIFIED,2024-08-29,8538
INV003709,2024-08-29,119092,Sip,4104,Uttar Pradesh,Agra,B30,46-55,Female,21.0,Net Banking,VERIFIED,2024-08-29,4104
INV002682,2024-08-29,119093,Sip,12857,Karnataka,Mysore,B30,26-35,Male,17.9,Cheque,VERIFIED,2024-08-29,12857
INV004667,2024-08-29,100033,Lumpsum,56037,Maharashtra,Pune,T30,26-35,Male,16.9,UPI,PENDING,2024-08-29,56037
INV004181,2024-08-29,148568,Sip,2420,Uttar Pradesh,Lucknow,T30,26-35,Female,17.8,UPI,VERIFIED,2024-08-29,2420
INV001871,2024-08-29,119092,Sip,50362,Delhi,Gurugram,T30,56+,Male,13.9,UPI,VERIFIED,2024-08-29,50362
INV002635,2024-08-29,100033,Sip,401,Telangana,Hyderabad,T30,18-25,Male,3.8,Mandate,VERIFIED,2024-08-29,401
INV002101,2024-08-29,149323,Lumpsum,39711,Uttar Pradesh,Lucknow,T30,26-35,Male,14.7,Cheque,VERIFIED,2024-08-29,39711
INV002056,2024-08-29,120841,Lumpsum,329366,Madhya Pradesh,Bhopal,B30,18-25,Female,3.4,Cheque,VERIFIED,2024-08-29,329366
INV000987,2024-08-29,118633,Sip,822,Punjab,Amritsar,B30,26-35,Male,18.7,Net Banking,VERIFIED,2024-08-29,822
INV000986,2024-08-29,100025,Sip,498,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Cheque,VERIFIED,2024-08-29,498
INV001181,2024-08-29,102885,Sip,3320,West Bengal,Kolkata,T30,26-35,Male,21.0,Cheque,VERIFIED,2024-08-29,3320
INV004843,2024-08-29,100033,Sip,1860,Haryana,Faridabad,B30,56+,Male,49.8,Net Banking,VERIFIED,2024-08-29,1860
INV003168,2024-08-29,120506,Sip,4469,Uttar Pradesh,Lucknow,T30,18-25,Male,5.1,UPI,VERIFIED,2024-08-29,4469
INV004842,2024-08-29,118634,Sip,6378,Rajasthan,Udaipur,B30,46-55,Male,32.8,Mandate,VERIFIED,2024-08-29,6378
INV001011,2024-08-29,118633,Redemption,35233,Madhya Pradesh,Bhopal,B30,26-35,Male,14.4,UPI,PENDING,2024-08-29,35233
INV004834,2024-08-29,119551,Sip,8406,Delhi,New Delhi,T30,26-35,Male,20.0,Net Banking,VERIFIED,2024-08-29,8406
INV002017,2024-08-29,119552,Sip,8279,Karnataka,Mysore,B30,26-35,Female,15.0,Mandate,PENDING,2024-08-29,8279
INV003183,2024-08-29,119551,Sip,58746,Punjab,Amritsar,B30,36-45,Female,54.2,Mandate,VERIFIED,2024-08-29,58746
INV004040,2024-08-29,120844,Sip,500,Gujarat,Ahmedabad,T30,36-45,Male,54.3,UPI,VERIFIED,2024-08-29,500
INV004906,2024-08-29,148568,Lumpsum,407778,Madhya Pradesh,Indore,T30,26-35,Male,9.9,Net Banking,VERIFIED,2024-08-29,407778
INV002567,2024-08-29,120506,Redemption,449819,Madhya Pradesh,Indore,T30,36-45,Male,20.3,Net Banking,VERIFIED,2024-08-29,449819
INV002380,2024-08-29,101207,Sip,43070,Gujarat,Surat,T30,26-35,Male,19.4,UPI,VERIFIED,2024-08-29,43070
INV004761,2024-08-29,119094,Sip,884,Madhya Pradesh,Indore,T30,26-35,Male,21.4,UPI,VERIFIED,2024-08-29,884
INV001922,2024-08-29,120507,Sip,1191,West Bengal,Kolkata,T30,18-25,Male,5.5,Cheque,VERIFIED,2024-08-29,1191
INV000922,2024-08-29,120844,Lumpsum,536463,Karnataka,Mysore,B30,26-35,Male,22.4,Cheque,VERIFIED,2024-08-29,536463
INV000277,2024-08-29,119552,Sip,4236,Rajasthan,Udaipur,B30,46-55,Male,28.1,Cheque,VERIFIED,2024-08-29,4236
INV002664,2024-08-29,120506,Sip,1659,Karnataka,Bangalore,T30,26-35,Male,17.3,UPI,VERIFIED,2024-08-29,1659
INV003276,2024-08-29,101206,Redemption,274581,Telangana,Hyderabad,T30,46-55,Male,45.0,Cheque,VERIFIED,2024-08-29,274581
INV002939,2024-08-29,118635,Sip,11317,Rajasthan,Udaipur,B30,18-25,Male,3.1,UPI,VERIFIED,2024-08-29,11317
INV004922,2024-08-29,100025,Redemption,425520,Haryana,Gurugram,T30,56+,Male,28.2,Mandate,VERIFIED,2024-08-29,425520
INV002937,2024-08-29,118632,Sip,571,Rajasthan,Jaipur,T30,56+,Male,64.5,Mandate,VERIFIED,2024-08-29,571
INV004682,2024-08-29,125498,Sip,8784,Telangana,Hyderabad,T30,26-35,Female,8.7,Cheque,VERIFIED,2024-08-29,8784
INV001881,2024-08-29,149323,Sip,6995,Telangana,Hyderabad,T30,26-35,Male,11.2,Cheque,VERIFIED,2024-08-29,6995
INV000344,2024-08-29,120504,Redemption,291807,Madhya Pradesh,Bhopal,B30,36-45,Male,56.7,Net Banking,VERIFIED,2024-08-29,291807
INV002804,2024-08-29,100033,Lumpsum,469318,Madhya Pradesh,Indore,T30,36-45,Male,39.9,Net Banking,VERIFIED,2024-08-29,469318
INV000743,2024-08-29,118634,Sip,24868,Telangana,Hyderabad,T30,26-35,Male,22.8,Cheque,VERIFIED,2024-08-29,24868
INV001492,2024-08-29,100033,Lumpsum,387995,Tamil Nadu,Chennai,T30,26-35,Male,19.6,Mandate,VERIFIED,2024-08-29,387995
INV003528,2024-08-29,118633,Lumpsum,137972,Madhya Pradesh,Bhopal,B30,18-25,Female,3.6,Cheque,VERIFIED,2024-08-29,137972
INV002509,2024-08-29,125497,Sip,576,Maharashtra,Mumbai,T30,36-45,Female,19.9,UPI,VERIFIED,2024-08-29,576
INV003659,2024-08-29,119120,Redemption,10437,Madhya Pradesh,Bhopal,B30,56+,Male,27.4,Cheque,VERIFIED,2024-08-29,10437
INV002717,2024-08-29,100033,Redemption,129280,Maharashtra,Nashik,B30,26-35,Female,24.8,Net Banking,VERIFIED,2024-08-29,129280
INV001648,2024-08-29,119120,Sip,8461,Telangana,Hyderabad,T30,46-55,Female,96.8,UPI,PENDING,2024-08-29,8461
INV002472,2024-08-29,102885,Lumpsum,390142,Maharashtra,Mumbai,T30,26-35,Female,19.1,UPI,VERIFIED,2024-08-29,390142
INV004408,2024-08-29,120504,Redemption,290520,Punjab,Amritsar,B30,26-35,Male,23.5,Mandate,VERIFIED,2024-08-29,290520
INV004505,2024-08-29,120504,Redemption,94723,Punjab,Amritsar,B30,26-35,Male,7.8,Mandate,VERIFIED,2024-08-29,94723
INV003590,2024-08-29,119599,Lumpsum,230708,Karnataka,Bangalore,T30,46-55,Female,23.1,UPI,VERIFIED,2024-08-29,230708
INV001448,2024-08-29,102885,Lumpsum,67956,Telangana,Hyderabad,T30,26-35,Female,14.2,Cheque,VERIFIED,2024-08-29,67956
INV001449,2024-08-29,101207,Sip,1039,Gujarat,Ahmedabad,T30,36-45,Male,45.2,Cheque,VERIFIED,2024-08-29,1039
INV003662,2024-08-29,120506,Redemption,506960,Rajasthan,Jaipur,T30,18-25,Male,5.7,Cheque,VERIFIED,2024-08-29,506960
INV001643,2024-08-29,125497,Sip,1986,Punjab,Amritsar,B30,36-45,Male,28.4,Cheque,VERIFIED,2024-08-29,1986
INV002498,2024-08-29,101206,Lumpsum,405895,Gujarat,Ahmedabad,T30,36-45,Male,56.2,Cheque,VERIFIED,2024-08-29,405895
INV001616,2024-08-29,120507,Sip,10567,Tamil Nadu,Chennai,T30,26-35,Male,23.2,Cheque,PENDING,2024-08-29,10567
INV000684,2024-08-29,125498,Sip,20257,Rajasthan,Udaipur,B30,26-35,Male,10.4,Net Banking,VERIFIED,2024-08-29,20257
INV001444,2024-08-29,119092,Sip,13101,Rajasthan,Jaipur,T30,36-45,Male,36.8,Mandate,VERIFIED,2024-08-29,13101
INV000630,2024-08-29,149322,Sip,533,Uttar Pradesh,Kanpur,B30,26-35,Male,18.9,Cheque,VERIFIED,2024-08-29,533
INV004464,2024-08-29,102886,Sip,4103,Haryana,Faridabad,B30,26-35,Female,11.9,Cheque,VERIFIED,2024-08-29,4103
INV001828,2024-08-30,125497,Sip,2284,Gujarat,Surat,T30,36-45,Male,27.7,UPI,VERIFIED,2024-08-30,2284
INV003044,2024-08-30,119093,Sip,4310,West Bengal,Kolkata,T30,18-25,Female,3.2,Mandate,VERIFIED,2024-08-30,4310
INV003335,2024-08-30,120505,Lumpsum,101115,Maharashtra,Pune,T30,18-25,Male,4.1,Net Banking,VERIFIED,2024-08-30,101115
INV000693,2024-08-30,118634,Lumpsum,129030,Haryana,Faridabad,B30,26-35,Male,11.0,Mandate,PENDING,2024-08-30,129030
INV004249,2024-08-30,148568,Redemption,389493,Karnataka,Mysore,B30,26-35,Male,23.2,Cheque,VERIFIED,2024-08-30,389493
INV002819,2024-08-30,118636,Sip,491,West Bengal,Kolkata,T30,26-35,Male,24.1,UPI,VERIFIED,2024-08-30,491
INV004411,2024-08-30,120503,Sip,6818,Maharashtra,Mumbai,T30,26-35,Female,13.8,Net Banking,VERIFIED,2024-08-30,6818
INV004576,2024-08-30,120842,Sip,8496,Rajasthan,Jaipur,T30,46-55,Male,54.5,Net Banking,VERIFIED,2024-08-30,8496
INV003083,2024-08-30,148569,Lumpsum,419975,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,Cheque,VERIFIED,2024-08-30,419975
INV001969,2024-08-30,100016,Lumpsum,345998,Uttar Pradesh,Kanpur,B30,26-35,Male,9.7,Mandate,PENDING,2024-08-30,345998
INV003331,2024-08-30,148568,Lumpsum,463090,Karnataka,Bangalore,T30,26-35,Female,7.1,UPI,VERIFIED,2024-08-30,463090
INV002154,2024-08-30,102886,Sip,1089,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,Cheque,VERIFIED,2024-08-30,1089
INV004647,2024-08-30,100033,Sip,16611,Madhya Pradesh,Indore,T30,36-45,Female,25.3,Cheque,VERIFIED,2024-08-30,16611
INV000721,2024-08-30,120504,Lumpsum,338132,Maharashtra,Nashik,B30,36-45,Male,59.1,Mandate,VERIFIED,2024-08-30,338132
INV003363,2024-08-30,119551,Lumpsum,438538,Haryana,Gurugram,T30,36-45,Male,46.5,UPI,VERIFIED,2024-08-30,438538
INV001348,2024-08-30,125498,Sip,2531,Haryana,Gurugram,T30,26-35,Female,8.6,UPI,VERIFIED,2024-08-30,2531
INV002286,2024-08-30,102885,Sip,43691,Tamil Nadu,Coimbatore,B30,18-25,Male,5.9,UPI,VERIFIED,2024-08-30,43691
INV001221,2024-08-30,119120,Sip,27222,Delhi,New Delhi,T30,26-35,Female,22.4,Cheque,PENDING,2024-08-30,27222
INV004893,2024-08-30,125498,Redemption,354415,Delhi,Gurugram,T30,36-45,Male,32.6,UPI,PENDING,2024-08-30,354415
INV003401,2024-08-30,149324,Redemption,26795,Rajasthan,Jaipur,T30,26-35,Female,18.1,UPI,VERIFIED,2024-08-30,26795
INV004037,2024-08-30,120505,Sip,6790,Gujarat,Ahmedabad,T30,26-35,Male,20.8,Cheque,PENDING,2024-08-30,6790
INV003908,2024-08-30,120505,Redemption,421255,Tamil Nadu,Coimbatore,B30,26-35,Female,13.8,Cheque,VERIFIED,2024-08-30,421255
INV002530,2024-08-30,100016,Lumpsum,227586,Telangana,Hyderabad,T30,36-45,Male,53.9,Mandate,VERIFIED,2024-08-30,227586
INV001227,2024-08-30,149322,Sip,877,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,UPI,PENDING,2024-08-30,877
INV003387,2024-08-30,119552,Sip,2430,Gujarat,Ahmedabad,T30,36-45,Male,15.4,Cheque,VERIFIED,2024-08-30,2430
INV004729,2024-08-30,101206,Redemption,434117,Madhya Pradesh,Bhopal,B30,26-35,Male,19.4,Mandate,VERIFIED,2024-08-30,434117
INV000930,2024-08-30,119552,Sip,55865,Rajasthan,Udaipur,B30,18-25,Female,4.1,Cheque,VERIFIED,2024-08-30,55865
INV000571,2024-08-30,100025,Sip,2325,Rajasthan,Udaipur,B30,18-25,Male,6.7,UPI,VERIFIED,2024-08-30,2325
INV003455,2024-08-30,120506,Lumpsum,158023,Tamil Nadu,Coimbatore,B30,46-55,Male,40.2,Net Banking,VERIFIED,2024-08-30,158023
INV000530,2024-08-30,100025,Sip,5156,West Bengal,Kolkata,T30,18-25,Male,5.3,Cheque,VERIFIED,2024-08-30,5156
INV001399,2024-08-30,118636,Redemption,178506,Delhi,New Delhi,T30,26-35,Female,16.4,UPI,VERIFIED,2024-08-30,178506
INV000744,2024-08-30,101208,Sip,9933,Uttar Pradesh,Kanpur,B30,56+,Female,49.8,Cheque,VERIFIED,2024-08-30,9933
INV000738,2024-08-30,149323,Sip,8010,Punjab,Amritsar,B30,26-35,Male,12.1,UPI,VERIFIED,2024-08-30,8010
INV000195,2024-08-30,101208,Sip,2981,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,UPI,VERIFIED,2024-08-30,2981
INV004528,2024-08-30,119552,Sip,58883,Madhya Pradesh,Indore,T30,46-55,Male,82.5,Net Banking,VERIFIED,2024-08-30,58883
INV003116,2024-08-30,101207,Lumpsum,535757,Rajasthan,Udaipur,B30,26-35,Female,8.7,Cheque,VERIFIED,2024-08-30,535757
INV001880,2024-08-30,100033,Sip,2023,Madhya Pradesh,Bhopal,B30,26-35,Male,23.0,Mandate,VERIFIED,2024-08-30,2023
INV004534,2024-08-30,149324,Sip,13301,Maharashtra,Nashik,B30,26-35,Male,8.8,Cheque,VERIFIED,2024-08-30,13301
INV004154,2024-08-30,149322,Sip,15954,Karnataka,Mysore,B30,18-25,Male,4.7,Cheque,VERIFIED,2024-08-30,15954
INV002583,2024-08-30,149322,Lumpsum,325848,Gujarat,Ahmedabad,T30,46-55,Male,48.5,UPI,VERIFIED,2024-08-30,325848
INV004986,2024-08-30,118634,Sip,1847,Madhya Pradesh,Bhopal,B30,26-35,Male,12.3,UPI,VERIFIED,2024-08-30,1847
INV003640,2024-08-30,118634,Redemption,427723,Gujarat,Ahmedabad,T30,26-35,Male,14.0,Net Banking,VERIFIED,2024-08-30,427723
INV002067,2024-08-30,120841,Lumpsum,33787,Gujarat,Ahmedabad,T30,36-45,Female,46.2,Mandate,VERIFIED,2024-08-30,33787
INV001972,2024-08-30,118636,Redemption,415524,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Cheque,VERIFIED,2024-08-30,415524
INV002693,2024-08-30,125497,Sip,49830,Uttar Pradesh,Kanpur,B30,26-35,Male,22.5,UPI,VERIFIED,2024-08-30,49830
INV001853,2024-08-30,149324,Sip,57491,Delhi,Noida,T30,18-25,Male,6.1,Mandate,VERIFIED,2024-08-30,57491
INV001375,2024-08-30,101208,Redemption,138906,Haryana,Gurugram,T30,18-25,Male,6.3,Mandate,VERIFIED,2024-08-30,138906
INV000373,2024-08-30,125497,Sip,8952,Gujarat,Surat,T30,26-35,Male,8.0,UPI,VERIFIED,2024-08-30,8952
INV002188,2024-08-30,119551,Lumpsum,66387,Rajasthan,Jaipur,T30,26-35,Male,19.1,Mandate,PENDING,2024-08-30,66387
INV002672,2024-08-31,118633,Sip,441,Rajasthan,Udaipur,B30,26-35,Male,10.2,UPI,VERIFIED,2024-08-31,441
INV003797,2024-08-31,119598,Sip,56047,Madhya Pradesh,Indore,T30,26-35,Male,6.6,UPI,VERIFIED,2024-08-31,56047
INV001602,2024-08-31,119094,Lumpsum,319498,West Bengal,Kolkata,T30,36-45,Male,27.0,Net Banking,VERIFIED,2024-08-31,319498
INV004324,2024-08-31,120842,Sip,11089,Madhya Pradesh,Indore,T30,36-45,Male,42.4,Net Banking,VERIFIED,2024-08-31,11089
INV001580,2024-08-31,120504,Sip,2960,Punjab,Chandigarh,T30,26-35,Male,18.7,UPI,VERIFIED,2024-08-31,2960
INV004665,2024-08-31,120841,Sip,1074,Madhya Pradesh,Bhopal,B30,36-45,Male,17.1,Net Banking,VERIFIED,2024-08-31,1074
INV000902,2024-08-31,119599,Lumpsum,209625,Maharashtra,Mumbai,T30,26-35,Female,6.0,UPI,VERIFIED,2024-08-31,209625
INV003277,2024-08-31,120842,Redemption,420316,Rajasthan,Jaipur,T30,18-25,Male,3.3,Net Banking,VERIFIED,2024-08-31,420316
INV002748,2024-08-31,102886,Sip,3558,Punjab,Amritsar,B30,26-35,Male,7.8,Mandate,VERIFIED,2024-08-31,3558
INV004893,2024-08-31,120841,Sip,3576,Delhi,Gurugram,T30,36-45,Male,32.6,Net Banking,VERIFIED,2024-08-31,3576
INV002104,2024-08-31,119120,Sip,4237,Maharashtra,Mumbai,T30,26-35,Female,15.0,Cheque,VERIFIED,2024-08-31,4237
INV000706,2024-08-31,120503,Lumpsum,377511,Telangana,Hyderabad,T30,26-35,Female,7.3,Net Banking,VERIFIED,2024-08-31,377511
INV002236,2024-08-31,119092,Sip,5535,Delhi,New Delhi,T30,26-35,Male,21.6,UPI,VERIFIED,2024-08-31,5535
INV004447,2024-08-31,101206,Lumpsum,298156,West Bengal,Kolkata,T30,36-45,Female,53.4,Mandate,VERIFIED,2024-08-31,298156
INV001831,2024-08-31,119094,Sip,421,Madhya Pradesh,Indore,T30,18-25,Female,4.3,Cheque,VERIFIED,2024-08-31,421
INV003931,2024-08-31,102886,Sip,1696,Madhya Pradesh,Indore,T30,26-35,Male,17.7,Mandate,VERIFIED,2024-08-31,1696
INV003321,2024-08-31,120504,Sip,2446,Karnataka,Bangalore,T30,46-55,Male,22.5,UPI,VERIFIED,2024-08-31,2446
INV002810,2024-08-31,149322,Lumpsum,388957,Punjab,Amritsar,B30,36-45,Male,33.2,Mandate,VERIFIED,2024-08-31,388957
INV000861,2024-08-31,100025,Lumpsum,194517,Uttar Pradesh,Lucknow,T30,18-25,Male,4.2,Mandate,VERIFIED,2024-08-31,194517
INV003609,2024-08-31,148569,Redemption,185757,Karnataka,Mysore,B30,26-35,Male,9.2,Mandate,VERIFIED,2024-08-31,185757
INV001295,2024-08-31,120844,Sip,3110,Madhya Pradesh,Indore,T30,36-45,Male,30.8,Mandate,VERIFIED,2024-08-31,3110
INV003828,2024-08-31,148567,Redemption,426441,Karnataka,Bangalore,T30,18-25,Male,7.6,Net Banking,VERIFIED,2024-08-31,426441
INV004704,2024-08-31,120504,Redemption,202828,Delhi,New Delhi,T30,26-35,Male,23.1,Cheque,VERIFIED,2024-08-31,202828
INV002066,2024-08-31,120504,Sip,11725,West Bengal,Kolkata,T30,26-35,Female,23.3,Net Banking,VERIFIED,2024-08-31,11725
INV001574,2024-08-31,100025,Sip,4159,Maharashtra,Mumbai,T30,36-45,Female,35.7,UPI,VERIFIED,2024-08-31,4159
INV001575,2024-08-31,119551,Lumpsum,356476,Karnataka,Bangalore,T30,26-35,Male,12.0,Mandate,VERIFIED,2024-08-31,356476
INV003787,2024-08-31,119598,Lumpsum,406175,Karnataka,Mysore,B30,46-55,Male,29.3,UPI,VERIFIED,2024-08-31,406175
INV000304,2024-08-31,119551,Sip,2145,West Bengal,Kolkata,T30,36-45,Male,25.6,Mandate,VERIFIED,2024-08-31,2145
INV004179,2024-08-31,120843,Sip,20013,Maharashtra,Pune,T30,26-35,Female,19.3,Cheque,VERIFIED,2024-08-31,20013
INV002952,2024-08-31,118634,Sip,5084,Punjab,Amritsar,B30,18-25,Male,7.1,Cheque,VERIFIED,2024-08-31,5084
INV002685,2024-08-31,125498,Lumpsum,343271,Madhya Pradesh,Bhopal,B30,18-25,Male,3.7,Mandate,VERIFIED,2024-08-31,343271
INV003083,2024-08-31,120506,Sip,8763,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,Cheque,VERIFIED,2024-08-31,8763
INV002520,2024-08-31,120843,Sip,16647,Tamil Nadu,Chennai,T30,36-45,Male,48.9,Cheque,VERIFIED,2024-08-31,16647
INV000411,2024-08-31,125498,Sip,42101,West Bengal,Kolkata,T30,26-35,Female,11.1,UPI,VERIFIED,2024-08-31,42101
INV002875,2024-08-31,120842,Sip,22186,Delhi,Noida,T30,26-35,Male,23.9,UPI,PENDING,2024-08-31,22186
INV004800,2024-08-31,100025,Redemption,139430,West Bengal,Kolkata,T30,36-45,Female,22.6,Net Banking,VERIFIED,2024-08-31,139430
INV001380,2024-08-31,119599,Lumpsum,354831,Haryana,Gurugram,T30,36-45,Male,27.6,Net Banking,VERIFIED,2024-08-31,354831
INV001053,2024-08-31,120843,Sip,17229,West Bengal,Kolkata,T30,46-55,Female,79.0,UPI,VERIFIED,2024-08-31,17229
INV002903,2024-08-31,120841,Sip,3262,Madhya Pradesh,Indore,T30,36-45,Male,45.0,UPI,VERIFIED,2024-08-31,3262
INV004989,2024-08-31,118636,Sip,452,Karnataka,Bangalore,T30,26-35,Male,6.4,Net Banking,VERIFIED,2024-08-31,452
INV000011,2024-08-31,119552,Sip,5579,West Bengal,Kolkata,T30,26-35,Male,9.6,Mandate,VERIFIED,2024-08-31,5579
INV003505,2024-08-31,149323,Sip,2556,West Bengal,Kolkata,T30,56+,Female,53.5,Mandate,VERIFIED,2024-08-31,2556
INV003485,2024-08-31,119599,Sip,1001,Haryana,Gurugram,T30,36-45,Male,39.1,Cheque,VERIFIED,2024-08-31,1001
INV001059,2024-08-31,119092,Lumpsum,125895,Karnataka,Mysore,B30,26-35,Male,24.2,UPI,VERIFIED,2024-08-31,125895
INV002350,2024-08-31,148568,Sip,2803,Tamil Nadu,Chennai,T30,26-35,Male,23.0,Net Banking,VERIFIED,2024-08-31,2803
INV003494,2024-08-31,119094,Sip,54880,Punjab,Chandigarh,T30,26-35,Female,18.6,Mandate,VERIFIED,2024-08-31,54880
INV002997,2024-08-31,120843,Sip,5309,West Bengal,Kolkata,T30,26-35,Male,23.7,Net Banking,VERIFIED,2024-08-31,5309
INV003713,2024-08-31,102887,Sip,58147,West Bengal,Kolkata,T30,36-45,Female,29.9,UPI,VERIFIED,2024-08-31,58147
